tavg,tx,tn,rhavg,rhx,rhn,td,ddavg,ffavg,rr,lwavg,pavg,gSunRadavg,tgavg_5_cm,tgavg_10_cm,tgavg_30_cm,smavg_10_cm,smavg_30_cm,tavg50,tx50,tn50
3.0,3.2,2.7,44.5,46.4,43.1,-7.9,179.2,19.4,0.0,0,,,,,,,,,,
3.4,3.7,3.1,41.4,42.9,38.0,-8.4,171.1,16.4,0.0,0,,,,,,,,,,
3.6,3.8,3.5,39.7,41.3,38.9,-8.8,185.6,12.6,0.0,0,,,,,,,,,,
4.5,4.8,4.0,36.6,38.2,34.5,-9.0,189.3,23.0,0.0,0,,,,,,,,,,
4.5,4.6,4.4,37.3,38.8,36.3,-8.8,174.4,20.7,0.0,0,,,,,,,,,,
4.4,4.5,4.3,37.8,39.8,36.2,-8.7,199.9,10.6,0.0,0,,,,,,,,,,
3.5,4.3,1.9,45.0,57.9,37.5,-7.3,311.7,5.4,0.0,0,,,,,,,,,,
0.9,1.7000000000000002,0.1,67.2,74.7,58.2,-4.5,306.2,3.9,0.0,0,,,,,,,,,,
2.1,2.9,1.1,55.8,64.8,49.2,-5.8,285.5,5.5,0.0,0,,,,,,,,,,
2.4,2.9,2.0,56.6,64.0,49.2,-5.3,185.3,9.8,0.0,9,,,,,,,,,,
2.5,3.0,2.2,60.7,67.6,57.4,-4.3,187.6,12.8,0.0,2,,,,,,,,,,
2.8,3.1,2.5,77.0,81.9,68.7,-0.8,171.8,14.4,0.0,3,,,,,,,,,,
2.2,2.6,1.7000000000000002,82.4,83.4,81.4,-0.5,267.7,4.2,0.0,2,,,,,,,,,,
1.8,2.3,1.5,82.1,84.8,79.7,-0.9,120.0,5.0,0.0,2,,,,,,,,,,
2.1,2.4,1.7000000000000002,80.0,83.5,76.7,-1.0,119.6,7.6,0.0,1,,,,,,,,,,
2.1,2.6,1.8,77.8,79.8,72.5,-1.4,144.5,6.4,0.0,0,,,,,,,,,,
2.0,2.4,1.6,75.0,79.1,70.8,-1.9,153.8,5.6,0.0,0,,,,,,,,,,
2.2,2.4,1.7000000000000002,70.6,75.5,67.2,-2.6,167.4,9.4,0.0,0,,,,,,,,,,
2.3,2.5,2.0,66.2,68.0,64.6,-3.3,171.8,9.0,0.0,0,,,,,,,,,,
2.2,2.4,1.7000000000000002,65.2,68.1,63.6,-3.6,124.4,7.5,0.0,0,,,,,,,,,,
2.2,2.5,1.7000000000000002,64.1,67.6,61.4,-3.9,179.1,7.8,0.0,0,,,,,,,,,,
1.3,2.5,-0.1,68.6,78.5,59.8,-3.8,291.5,2.4,0.0,1,,,,,,,,,,
-0.8,0.4,-1.3,83.7,88.8,76.2,-3.2,318.7,3.1,0.0,10,,,,,,,,,,
-0.9,-0.30000000000000004,-1.1,86.0,88.4,82.6,-2.9,117.0,2.1,0.0,10,,,,,,,,,,
-0.5,0.6000000000000001,-1.4,83.7,90.9,75.2,-2.9,228.0,5.6,0.0,3,,,,,,,,,,
-0.7000000000000001,-0.30000000000000004,-1.4,89.3,91.6,87.5,-2.2,91.2,3.2,0.0,1,,,,,,,,,,
-0.6000000000000001,0.2,-0.9,87.8,89.4,84.4,-2.4,92.2,5.3,0.0,2,,,,,,,,,,
1.4,2.7,0.30000000000000004,76.5,83.3,67.8,-2.3,190.2,6.4,0.0,0,,,,,,,,,,
3.6,4.4,2.6,62.2,68.5,58.7,-2.9,235.2,7.3,0.0,0,,,,,,,,,,
2.7,4.9,1.4,69.5,75.1,59.6,-2.3,168.5,5.2,0.0,0,,,,,,,,,,
5.4,6.4,4.7,58.3,61.4,55.8,-2.1,174.4,8.2,0.0,0,,,,,,,,,,
7.2,7.8,6.7,53.1,55.2,51.1,-1.7000000000000002,151.2,8.3,0.2,0,,,,,,,,,,
7.0,8.4,5.4,55.5,61.5,50.5,-1.3,229.8,6.6,0.4,0,,,,,,,,,,
6.7,7.6,5.7,56.8,58.9,54.4,-1.2,337.9,8.3,0.4,0,,,,,,,,,,
7.2,7.7,6.3,57.2,60.5,54.8,-0.7000000000000001,283.1,7.2,0.6000000000000001,0,,,,,,,,,,
6.7,7.0,6.3,59.8,61.6,58.1,-0.5,318.2,6.4,0.2,0,,,,,,,,,,
7.5,8.3,6.9,59.1,61.3,56.1,0.1,30.7,3.8,0.2,0,,,,,,,,,,
8.3,8.6,7.8,57.3,59.9,54.7,0.4,25.8,3.7,0.2,0,,,,,,,,,,
8.0,8.3,7.6,59.0,61.1,57.1,0.5,62.6,4.7,0.2,0,,,,,,,,,,
8.1,8.7,7.7,59.4,61.6,57.7,0.7000000000000001,340.3,3.9,0.0,0,,,,,,,,,,
7.9,8.5,6.9,60.2,62.9,57.8,0.7000000000000001,120.2,3.1,0.0,0,,,,,,,,,,
6.7,7.0,6.5,63.9,65.7,62.6,0.4,216.0,1.7000000000000002,0.0,0,,,,,,,,,,
6.3,6.5,5.9,66.7,67.5,65.7,0.6000000000000001,173.1,1.2,0.0,1,,,,,,,,,,
5.3,5.7,5.1,69.8,70.7,68.8,0.30000000000000004,155.6,4.1,0.0,1,,,,,,,,,,
5.3,5.6,5.0,69.7,71.0,68.1,0.2,178.1,5.6,0.0,1,,,,,,,,,,
5.5,6.0,4.8,68.0,70.5,66.0,0.1,164.1,6.4,0.0,0,,,,,,,,,,
3.9,4.6,3.4,73.8,75.8,71.3,-0.30000000000000004,164.3,5.2,0.0,1,,,,,,,,,,
4.2,5.2,3.3,71.6,76.2,66.6,-0.5,166.6,4.9,0.0,1,,,,,,,,,,
4.3,5.0,2.8,69.7,77.5,67.4,-0.7000000000000001,162.4,2.4,0.0,1,,,,,,,,,,
3.5,4.1,2.7,73.7,77.4,71.2,-0.7000000000000001,238.9,4.3,0.0,1,,,,,,,,,,
3.5,3.8,3.3,73.3,74.6,71.4,-0.8,142.0,5.3,0.0,1,,,,,,,,,,
3.6,4.1,3.1,73.2,75.5,71.0,-0.7000000000000001,169.1,3.6,0.0,1,,,,,,,,,,
3.1,3.9,2.6,74.3,76.9,70.8,-1.0,180.0,2.3,0.0,1,,,,,,,,,,
3.1,3.4,2.8,74.6,75.9,73.1,-1.0,185.7,3.5,0.0,1,,,,,,,,,,
3.1,3.4,2.9,73.9,75.1,72.6,-1.1,181.8,3.0,0.0,2,,,,,,,,,,
3.2,3.7,2.9,73.1,74.9,71.0,-1.1,124.6,3.2,0.0,2,,,,,,,,,,
3.5,3.9,3.3,72.4,73.4,70.9,-1.0,227.0,3.0,0.0,1,,,,,,,,,,
3.8,4.3,3.6,71.1,72.5,69.1,-0.9,216.7,4.8,0.0,1,,,,,,,,,,
4.1,4.7,3.6,70.1,72.1,67.6,-0.8,181.7,6.3,0.0,1,,,,,,,,,,
4.5,4.8,4.3,68.6,69.8,67.5,-0.7000000000000001,178.2,8.3,0.0,0,,,,,,,,,,
4.7,5.0,4.5,68.4,69.1,67.7,-0.6000000000000001,175.1,11.7,0.0,0,,,,,,,,,,
5.0,5.1,4.8,67.8,68.6,67.4,-0.4,176.7,14.1,0.0,0,,,,,,,,,,
4.9,5.0,4.7,68.9,69.8,68.2,-0.30000000000000004,195.1,12.0,0.0,0,,,,,,,,,,
5.0,5.2,4.7,67.9,69.4,66.8,-0.4,184.7,10.2,0.0,0,,,,,,,,,,
5.4,5.6,5.0,65.8,67.9,64.8,-0.5,183.2,12.4,0.0,0,,,,,,,,,,
5.7,6.0,5.5,64.4,65.6,63.0,-0.5,165.3,15.8,0.0,0,,,,,,,,,,
5.8,5.9,5.6,64.2,64.9,63.4,-0.4,168.2,14.2,0.0,0,,,,,,,,,,
5.6,5.7,5.4,64.7,65.6,64.2,-0.5,164.7,16.3,0.0,0,,,,,,,,,,
4.9,5.3,4.7,67.5,69.0,65.7,-0.6000000000000001,159.8,16.0,0.0,0,,,,,,,,,,
4.7,4.8,4.6,68.4,69.2,67.7,-0.6000000000000001,161.8,14.9,0.0,0,,,,,,,,,,
4.6,4.8,4.5,68.8,69.3,68.2,-0.6000000000000001,153.6,15.8,0.0,0,,,,,,,,,,
5.2,5.5,4.8,66.4,67.7,65.0,-0.5,175.8,15.6,0.0,0,,,,,,,,,,
5.7,6.0,5.4,64.2,65.6,63.1,-0.5,177.8,15.4,0.0,0,,,,,,,,,,
6.1,6.2,5.9,63.1,64.0,62.3,-0.4,170.0,14.7,0.0,0,,,,,,,,,,
6.1,6.2,6.0,63.0,63.9,62.5,-0.4,167.3,18.2,0.0,0,,,,,,,,,,
6.7,7.3,6.1,61.1,63.2,58.8,-0.2,179.0,19.2,0.0,0,,,,,,,,,,
7.7,7.9,7.3,57.2,58.0,56.0,-0.2,176.3,16.0,0.0,0,,,,,,,,,,
8.1,8.2,7.9,55.6,56.1,54.9,-0.2,181.4,17.4,0.0,0,,,,,,,,,,
8.2,8.3,8.1,55.5,56.3,54.9,-0.1,169.2,18.0,0.0,0,,,,,,,,,,
8.5,8.8,8.4,54.3,55.3,52.1,-0.2,186.5,17.1,0.0,0,,,,,,,,,,
8.9,8.9,8.8,51.9,53.4,50.7,-0.4,182.0,18.0,0.0,0,,,,,,,,,,
8.8,8.9,8.7,50.0,51.9,48.4,-1.0,206.0,16.3,0.0,0,,,,,,,,,,
9.2,9.3,8.9,46.8,48.5,45.5,-1.5,183.2,15.1,0.0,0,,,,,,,,,,
9.5,9.8,9.3,45.4,46.6,44.6,-1.7000000000000002,177.7,21.9,0.0,0,,,,,,,,,,
9.8,9.9,9.7,46.9,48.5,45.3,-1.0,174.9,15.6,0.0,0,,,,,,,,,,
9.7,9.8,9.6,49.5,50.4,48.4,-0.30000000000000004,174.1,17.2,0.0,0,,,,,,,,,,
9.7,9.7,9.6,50.7,51.7,49.5,0.0,201.3,16.8,0.0,0,,,,,,,,,,
9.3,9.5,9.1,52.4,53.5,51.3,0.1,194.9,11.4,0.0,0,,,,,,,,,,
8.7,9.0,8.3,55.3,57.3,53.6,0.30000000000000004,180.2,9.1,0.0,0,,,,,,,,,,
8.3,8.7,8.0,57.2,58.5,55.3,0.4,178.5,12.9,0.0,0,,,,,,,,,,
7.8,8.0,7.6,59.3,60.2,58.7,0.4,191.8,10.7,0.0,0,,,,,,,,,,
7.5,7.8,7.1,60.0,62.0,59.2,0.30000000000000004,187.5,8.4,0.0,0,,,,,,,,,,
7.3,7.5,6.7,61.2,63.8,60.1,0.30000000000000004,169.6,8.4,0.0,0,,,,,,,,,,
6.8,7.1,6.4,63.8,65.1,62.8,0.4,189.9,10.5,0.0,0,,,,,,,,,,
7.1,7.2,7.0,63.4,63.9,62.9,0.6000000000000001,180.4,10.6,0.0,0,,,,,,,,,,
6.8,7.1,6.5,64.6,66.0,63.6,0.6000000000000001,138.4,7.8,0.0,0,,,,,,,,,,
6.2,6.7,5.9,66.8,68.6,64.9,0.5,170.0,9.0,0.0,0,,,,,,,,,,
6.2,6.5,5.8,67.0,68.8,65.9,0.6000000000000001,181.9,11.1,0.0,0,,,,,,,,,,
6.6,6.7,6.4,65.6,66.3,65.0,0.6000000000000001,174.2,8.4,0.0,0,,,,,,,,,,
6.0,6.7,5.3,68.5,71.1,65.3,0.7000000000000001,167.0,3.4,0.0,0,,,,,,,,,,
5.9,6.1,5.6,68.8,69.8,67.8,0.6000000000000001,187.2,5.3,0.0,0,,,,,,,,,,
5.6,6.1,4.9,69.5,72.8,67.8,0.5,200.2,2.1,0.0,1,,,,,,,,,,
5.2,5.4,5.0,71.7,72.6,70.6,0.5,206.9,5.6,0.0,1,,,,,,,,,,
5.3,5.6,5.0,71.9,73.0,69.8,0.7000000000000001,164.9,5.8,0.0,0,,,,,,,,,,
5.0,5.2,4.5,73.5,74.6,72.8,0.7000000000000001,210.0,6.9,0.0,1,,,,,,,,,,
5.0,5.2,4.6,74.1,75.7,72.9,0.8,244.4,5.9,0.0,1,,,,,,,,,,
4.6,5.1,4.1,75.4,78.1,72.8,0.6000000000000001,202.3,4.9,0.0,1,,,,,,,,,,
4.8,5.2,4.5,75.4,76.9,74.3,0.8,122.4,6.0,0.0,1,,,,,,,,,,
5.1,5.6,4.7,74.9,76.3,73.2,1.0,188.3,7.2,0.0,0,,,,,,,,,,
5.3,5.7,4.8,74.8,76.9,73.1,1.2,157.2,4.4,0.0,1,,,,,,,,,,
5.4,5.7,4.8,74.9,77.7,73.3,1.3,38.3,6.6,0.0,0,,,,,,,,,,
5.1,5.9,4.3,76.6,79.8,73.3,1.3,132.1,8.1,0.0,1,,,,,,,,,,
4.5,5.5,3.3,79.2,84.6,74.8,1.2,250.3,10.3,0.0,1,,,,,,,,,,
7.8,10.1,4.3,60.0,78.3,47.2,0.5,231.4,12.7,0.0,0,,,,,,,,,,
7.0,10.5,5.1,61.9,71.8,44.9,0.2,291.4,9.3,0.0,0,,,,,,,,,,
6.9,9.1,4.7,61.5,74.0,50.6,0.0,269.5,7.7,0.0,0,,,,,,,,,,
9.5,10.5,8.9,47.4,50.6,43.1,-1.1,269.9,12.9,0.0,0,,,,,,,,,,
9.8,10.8,8.3,45.9,51.6,42.0,-1.3,289.4,18.0,0.0,0,,,,,,,,,,
9.0,9.3,8.5,48.6,50.7,47.3,-1.2,289.7,13.1,0.0,0,,,,,,,,,,
8.5,9.4,7.7,50.7,53.2,47.4,-1.1,298.7,11.6,0.0,0,,,,,,,,,,
7.9,8.4,7.4,52.7,54.9,50.6,-1.1,284.6,8.7,0.0,0,,,,,,,,,,
8.5,9.0,7.9,51.5,53.5,50.0,-0.9,238.6,6.9,0.0,0,,,,,,,,,,
8.9,9.5,8.8,51.6,53.0,50.8,-0.5,205.7,7.0,0.0,0,,,,,,,,,,
10.8,11.5,9.6,46.3,50.6,43.5,-0.2,274.9,9.7,0.0,0,,,,,,,,,,
10.8,11.4,10.3,48.7,51.9,43.8,0.5,336.6,7.0,0.0,0,,,,,,,,,,
11.3,11.9,10.8,49.6,51.8,47.5,1.2,281.0,4.6,0.0,0,,,,,,,,,,
12.2,12.7,11.8,48.0,50.8,46.4,1.5,358.0,4.9,0.0,0,,,,,,,,,,
12.9,13.3,12.6,49.2,51.8,46.7,2.5,3.5,5.4,0.0,0,,,,,,,,,,
12.6,12.9,12.4,47.7,50.1,46.1,1.8,65.3,5.3,0.0,0,,,,,,,,,,
13.1,13.7,12.8,46.0,48.7,43.6,1.8,17.8,4.1,0.0,0,,,,,,,,,,
13.4,13.7,13.2,46.4,47.7,43.5,2.2,4.5,4.7,0.0,0,,,,,,,,,,
13.4,13.9,13.0,46.2,49.1,43.7,2.1,166.5,6.1,0.0,0,,,,,,,,,,
13.9,14.5,13.4,44.6,46.2,41.6,2.1,47.6,4.6,0.0,0,,,,,,,,,,
13.9,14.4,13.4,44.8,46.4,43.0,2.1,66.6,3.9,0.0,0,,,,,,,,,,
14.0,14.5,13.5,42.1,45.5,40.1,1.4,222.0,3.9,0.0,0,,,,,,,,,,
13.8,14.3,13.1,42.1,43.6,41.0,1.2,295.8,3.0,0.0,0,,,,,,,,,,
13.0,13.2,12.6,42.4,44.2,41.4,0.6000000000000001,5.5,2.8,0.0,0,,,,,,,,,,
11.5,12.3,11.1,45.9,47.5,43.5,0.30000000000000004,28.1,3.1,0.0,0,,,,,,,,,,
10.7,11.3,10.2,48.3,49.9,46.3,0.30000000000000004,116.3,2.9,0.0,0,,,,,,,,,,
9.9,10.3,9.7,51.6,52.3,50.2,0.4,138.0,3.8,0.0,0,,,,,,,,,,
9.9,10.1,9.7,51.6,52.5,50.6,0.4,146.9,4.2,0.0,0,,,,,,,,,,
10.0,10.1,9.7,51.0,52.0,50.5,0.4,152.2,4.2,0.0,0,,,,,,,,,,
9.2,9.6,8.8,54.3,55.9,52.7,0.5,156.3,4.8,0.0,0,,,,,,,,,,
8.1,9.1,6.8,58.4,63.8,54.0,0.5,297.0,4.0,0.0,0,,,,,,,,,,
7.0,7.3,6.7,65.0,67.3,61.9,0.9,185.5,4.0,0.0,1,,,,,,,,,,
7.3,7.4,7.1,64.0,64.5,63.5,1.0,273.8,2.9,0.0,0,,,,,,,,,,
6.6,7.3,5.0,65.6,71.7,63.3,0.6000000000000001,155.0,1.8,0.0,1,,,,,,,,,,
5.4,6.6,4.2,70.3,73.7,65.7,0.4,135.8,3.6,0.0,1,,,,,,,,,,
4.8,5.4,4.1,72.4,75.3,69.9,0.30000000000000004,99.4,3.3,0.0,2,,,,,,,,,,
4.6,4.8,4.3,70.0,71.5,68.7,-0.4,46.2,3.4,0.0,2,,,,,,,,,,
4.3,4.5,4.0,69.7,70.8,69.0,-0.7000000000000001,124.4,3.0,0.0,2,,,,,,,,,,
4.0,4.1,3.9,70.9,71.8,70.4,-0.8,111.6,3.2,0.0,2,,,,,,,,,,
4.0,4.2,3.9,70.9,71.5,70.3,-0.8,46.7,4.8,0.0,2,,,,,,,,,,
3.6,4.1,3.2,72.3,73.8,70.9,-0.9,144.0,3.0,0.0,3,,,,,,,,,,
3.2,3.4,2.9,74.8,75.7,73.9,-0.8,95.6,2.8,0.0,4,,,,,,,,,,
3.8,4.1,3.5,72.8,73.9,71.8,-0.6000000000000001,127.9,2.5,0.0,3,,,,,,,,,,
3.5,4.1,2.9,73.9,76.1,71.3,-0.7000000000000001,181.5,0.4,0.0,4,,,,,,,,,,
3.5,4.0,2.9,73.9,76.8,72.0,-0.7000000000000001,200.0,0.4,0.0,9,,,,,,,,,,
3.5,3.7,3.0,74.2,76.3,73.4,-0.6000000000000001,135.6,1.9,0.0,8,,,,,,,,,,
3.4,3.7,3.0,74.6,76.3,73.6,-0.7000000000000001,172.9,2.8,0.0,6,,,,,,,,,,
2.7,3.1,2.3,77.7,79.8,76.1,-0.8,172.3,4.5,0.0,3,,,,,,,,,,
3.1,3.7,2.4,76.8,79.6,74.3,-0.6000000000000001,185.5,3.8,0.0,1,,,,,,,,,,
3.4,3.8,2.7,75.9,79.0,73.9,-0.4,185.3,2.9,0.0,1,,,,,,,,,,
3.7,4.1,3.4,74.4,75.3,72.9,-0.4,103.7,4.4,0.0,1,,,,,,,,,,
3.9,4.3,3.4,74.2,76.2,72.8,-0.30000000000000004,149.6,5.7,0.0,1,,,,,,,,,,
4.5,4.7,4.3,71.1,73.3,69.7,-0.30000000000000004,142.1,7.2,0.0,0,,,,,,,,,,
4.5,4.6,4.3,71.2,72.1,70.3,-0.2,96.6,6.5,0.0,0,,,,,,,,,,
4.2,4.5,4.0,72.3,73.6,70.8,-0.30000000000000004,73.5,4.2,0.0,0,,,,,,,,,,
4.2,4.5,4.0,72.7,73.4,71.8,-0.2,117.0,5.2,0.0,0,,,,,,,,,,
4.5,4.6,4.3,72.1,72.7,71.6,-0.1,116.7,6.5,0.0,1,,,,,,,,,,
4.7,5.2,4.3,71.0,73.3,68.8,-0.1,169.4,8.3,0.0,1,,,,,,,,,,
5.8,6.0,5.3,67.1,68.7,66.0,0.2,162.4,9.5,0.0,0,,,,,,,,,,
6.2,6.5,5.9,64.8,65.7,63.2,0.1,165.2,10.6,0.0,0,,,,,,,,,,
7.2,7.7,6.7,61.8,63.9,60.3,0.4,181.4,12.2,0.0,0,,,,,,,,,,
8.1,8.6,7.6,59.8,61.0,58.8,0.8,200.1,12.4,0.0,0,,,,,,,,,,
7.9,8.4,7.7,59.5,60.1,57.8,0.5,159.6,13.3,0.0,0,,,,,,,,,,
8.3,8.5,8.2,58.1,58.5,57.1,0.6000000000000001,188.5,12.1,0.0,0,,,,,,,,,,
8.5,8.8,8.3,58.5,59.8,57.6,0.9,165.8,9.4,0.0,0,,,,,,,,,,
9.3,10.0,8.4,56.6,58.7,54.8,1.1,147.5,6.8,0.0,0,,,,,,,,,,
9.6,9.9,9.3,56.4,57.3,55.4,1.4,233.6,10.2,0.0,0,,,,,,,,,,
9.3,9.4,9.2,57.4,58.3,56.6,1.3,160.7,8.4,0.0,0,,,,,,,,,,
9.5,9.6,9.3,57.4,58.0,56.5,1.5,169.1,8.0,0.0,0,,,,,,,,,,
9.5,9.8,9.4,57.5,58.1,57.2,1.6,179.8,5.9,0.0,0,,,,,,,,,,
10.4,10.9,10.0,55.1,56.4,53.9,1.8,178.9,8.3,0.0,0,,,,,,,,,,
9.5,10.1,9.0,57.5,59.1,55.9,1.6,170.2,8.6,0.0,0,,,,,,,,,,
8.6,8.9,8.2,60.2,61.5,59.4,1.3,143.9,8.1,0.0,0,,,,,,,,,,
8.1,8.3,8.0,61.7,62.2,61.0,1.2,164.6,10.6,0.0,0,,,,,,,,,,
7.7,7.9,7.6,63.3,63.9,62.5,1.2,141.0,10.0,0.0,0,,,,,,,,,,
7.6,7.8,7.5,63.8,64.3,63.2,1.2,144.2,9.0,0.0,0,,,,,,,,,,
7.8,7.9,7.5,63.4,64.3,63.0,1.3,171.3,13.8,0.0,0,,,,,,,,,,
7.9,8.1,7.7,63.6,64.2,62.9,1.4,198.8,10.5,0.0,0,,,,,,,,,,
8.2,8.3,8.0,63.3,64.1,62.6,1.7000000000000002,206.0,10.5,0.0,0,,,,,,,,,,
7.7,8.1,7.4,65.7,67.4,64.0,1.7000000000000002,215.7,6.3,0.0,0,,,,,,,,,,
7.2,7.4,6.9,68.4,69.9,66.9,1.8,221.9,6.8,0.0,0,,,,,,,,,,
7.0,7.1,6.8,69.6,71.0,69.0,1.8,214.4,6.0,0.0,1,,,,,,,,,,
6.8,7.1,6.5,70.1,71.4,68.5,1.8,164.2,4.5,0.0,1,,,,,,,,,,
6.5,6.8,6.3,71.1,72.9,69.9,1.7000000000000002,162.4,2.3,0.0,1,,,,,,,,,,
6.0,6.4,5.7,73.1,75.2,70.7,1.6,126.6,2.1,0.0,3,,,,,,,,,,
6.0,6.3,5.7,73.2,74.2,71.2,1.6,12.3,1.7000000000000002,0.0,2,,,,,,,,,,
5.6,6.5,4.6,74.9,79.3,70.6,1.5,202.9,3.4,0.0,2,,,,,,,,,,
5.2,6.5,4.5,77.9,80.9,71.5,1.7000000000000002,231.0,6.2,0.0,3,,,,,,,,,,
6.4,6.9,5.3,71.5,75.9,69.8,1.6,224.5,6.0,0.0,2,,,,,,,,,,
5.3,7.1,2.9,76.4,89.2,67.6,1.5,16.3,7.2,0.0,3,,,,,,,,,,
3.5,3.8,3.2,82.7,88.4,79.3,0.8,157.3,4.4,0.0,10,,,,,,,,,,
2.9,3.7,1.3,83.4,90.2,79.6,0.4,68.8,4.6,0.0,10,,,,,,,,,,
3.0,4.9,1.6,85.7,92.6,74.8,0.8,141.0,5.0,0.0,10,,,,,,,,,,
4.8,5.2,4.2,74.8,77.6,72.4,0.7000000000000001,131.2,5.5,0.0,3,,,,,,,,,,
4.9,5.4,4.2,72.8,73.9,71.8,0.4,120.6,5.2,0.0,2,,,,,,,,,,
4.7,5.8,3.3,66.7,77.0,56.8,-0.9,15.4,4.6,0.0,1,,,,,,,,,,
4.9,5.9,4.2,63.5,70.3,56.5,-1.4,129.3,4.3,0.0,1,,,,,,,,,,
5.0,5.3,4.6,64.1,67.4,60.7,-1.2,137.5,5.7,0.0,1,,,,,,,,,,
4.4,4.9,4.1,65.8,67.2,64.0,-1.4,162.4,5.5,0.0,1,,,,,,,,,,
4.5,4.8,4.0,64.0,66.1,62.3,-1.7000000000000002,166.9,6.1,0.0,0,,,,,,,,,,
4.3,4.7,3.8,64.1,67.1,62.1,-1.9,161.7,4.6,0.0,1,,,,,,,,,,
4.0,4.6,3.7,64.3,66.6,59.4,-2.1,150.7,4.4,0.0,0,,,,,,,,,,
4.1,4.8,2.8,61.4,68.4,57.2,-2.6,144.8,4.1,0.0,0,,,,,,,,,,
4.2,5.3,2.1,62.3,76.3,55.1,-2.3,59.7,3.8,0.0,0,,,,,,,,,,
4.0,4.8,2.4,66.9,74.9,62.8,-1.6,83.0,3.4,0.0,1,,,,,,,,,,
5.1,6.8,3.4,63.4,68.7,58.8,-1.3,95.1,2.2,0.0,0,,,,,,,,,,
7.3,8.4,6.5,58.7,63.3,52.6,-0.2,308.5,2.0,0.0,0,,,,,,,,,,
8.2,8.9,6.5,54.8,59.4,50.7,-0.30000000000000004,194.1,2.6,0.0,0,,,,,,,,,,
9.0,9.9,7.7,53.3,58.6,47.0,0.0,23.4,3.6,0.0,0,,,,,,,,,,
10.0,10.6,9.3,44.8,55.5,38.1,-1.4,83.2,3.9,0.0,0,,,,,,,,,,
10.1,10.6,9.4,44.6,55.9,37.0,-1.4,329.9,4.2,0.0,0,,,,,,,,,,
9.8,10.1,9.5,49.6,56.0,40.9,-0.2,329.2,4.9,0.0,0,,,,,,,,,,
10.2,10.5,10.1,46.4,49.7,43.8,-0.8,327.4,5.1,0.0,0,,,,,,,,,,
10.8,11.2,10.3,42.7,45.2,40.8,-1.3,9.7,4.2,0.0,0,,,,,,,,,,
11.0,11.4,10.8,41.2,43.3,39.4,-1.6,299.2,3.8,0.0,0,,,,,,,,,,
11.1,11.6,10.9,42.3,45.2,40.0,-1.2,190.7,5.1,0.0,0,,,,,,,,,,
11.2,12.0,10.8,43.9,45.1,41.9,-0.6000000000000001,184.7,4.9,0.0,0,,,,,,,,,,
11.0,11.3,10.7,41.9,44.5,38.9,-1.4,236.3,5.3,0.0,0,,,,,,,,,,
10.7,10.8,10.5,38.9,42.3,36.5,-2.7,247.2,5.9,0.0,0,,,,,,,,,,
10.2,10.7,9.9,38.4,39.7,36.6,-3.3,293.8,4.8,0.0,0,,,,,,,,,,
8.9,9.7,8.3,44.7,48.2,40.3,-2.4,24.0,4.6,0.0,0,,,,,,,,,,
8.4,8.5,8.1,47.8,48.4,47.4,-2.0,20.9,1.9,0.0,0,,,,,,,,,,
7.4,8.2,7.1,50.0,51.0,48.4,-2.3,161.1,1.8,0.0,0,,,,,,,,,,
7.8,8.1,7.3,46.6,50.3,45.3,-2.9,300.9,2.1,0.0,0,,,,,,,,,,
7.5,8.0,7.3,45.0,48.1,37.9,-3.6,302.5,3.0,0.0,0,,,,,,,,,,
7.2,7.8,6.7,40.8,41.9,39.5,-5.2,254.7,4.5,0.0,0,,,,,,,,,,
6.4,6.8,5.9,39.5,43.1,36.6,-6.3,285.5,6.1,0.0,0,,,,,,,,,,
5.5,5.8,5.2,43.5,44.5,42.0,-5.9,244.8,3.3,0.0,0,,,,,,,,,,
4.8,5.2,4.1,44.8,48.3,41.3,-6.1,284.6,2.4,0.0,0,,,,,,,,,,
4.9,5.2,4.4,43.2,46.0,41.2,-6.5,1.1,4.8,0.0,0,,,,,,,,,,
2.2,4.0,1.7000000000000002,57.1,60.7,46.0,-5.4,150.0,3.0,0.0,0,,,,,,,,,,
2.4,3.2,1.6,56.1,60.3,52.8,-5.4,143.0,3.5,0.0,0,,,,,,,,,,
3.7,3.9,3.3,49.3,52.3,48.0,-5.9,151.4,3.6,0.0,0,,,,,,,,,,
4.0,4.5,3.6,46.3,48.7,44.5,-6.4,235.6,2.9,0.0,0,,,,,,,,,,
3.7,4.4,2.9,47.2,50.6,44.7,-6.5,156.9,0.9,0.0,0,,,,,,,,,,
2.5,3.8,1.6,51.4,55.6,44.7,-6.5,175.9,4.7,0.0,0,,,,,,,,,,
2.9,4.3,1.5,48.8,55.0,43.5,-6.8,158.8,4.0,0.0,0,,,,,,,,,,
2.9,3.8,2.2,47.9,51.4,44.1,-7.0,148.9,4.3,0.0,0,,,,,,,,,,
2.6,2.9,1.7000000000000002,48.7,52.7,46.9,-7.1,153.9,4.9,0.0,0,,,,,,,,,,
3.2,3.7,2.1,45.6,47.7,44.1,-7.4,139.4,5.2,0.0,0,,,,,,,,,,
3.2,3.9,2.6,45.5,48.1,42.3,-7.4,167.6,4.4,0.0,0,,,,,,,,,,
3.6,5.0,2.5,43.4,47.9,37.8,-7.6,136.4,2.0,0.0,0,,,,,,,,,,
1.8,2.1,1.3,50.4,52.2,48.9,-7.4,151.0,3.6,0.0,0,,,,,,,,,,
